Home Team,Away Team,Score,Half Time Score,Match Excitement,Home Team Rating,Away Team Rating,Home Team Possession %,Away Team Possession %,Home Team Off Target Shots,Home Team On Target Shots,Home Team Total Shots,Home Team Blocked Shots,Home Team Corners,Home Team Throw Ins,Home Team Pass Success %,Home Team Aerials Won,Home Team Clearances,Home Team Fouls,Home Team Yellow Cards,Home Team Second Yellow Cards,Home Team Red Cards,Away Team Off Target Shots,Away Team On Target Shots,Away Team Total Shots,Away Team Blocked Shots,Away Team Corners,Away Team Throw Ins,Away Team Pass Success %,Away Team Aerials Won,Away Team Clearances,Away Team Fouls,Away Team Yellow Cards,Away Team Second Yellow Cards,Away Team Red Cards
SWANSEA,CRYSTAL PALACE,1-1,0-0,4.4,6.3,6.7,64,36,3.0,2.0,7.0,2.0,6.0,18.0,85.0,11.0,13.0,13.0,2.0,0.0,0.0,4.0,5.0,13.0,4.0,3.0,22.0,76.0,18.0,21.0,11.0,3.0,0.0,0.0
STOKE,WEST BROM,3-1,2-0,6.2,7.0,5.7,44,56,2.0,5.0,9.0,2.0,1.0,24.0,73.0,33.0,43.0,9.0,1.0,0.0,0.0,5.0,7.0,17.0,5.0,11.0,41.0,76.0,24.0,16.0,11.0,0.0,0.0,0.0
BURNLEY,TOTTENHAM,0-3,0-1,4.9,4.5,7.6,40,60,3.0,2.0,5.0,0.0,4.0,24.0,67.0,21.0,29.0,10.0,1.0,0.0,0.0,5.0,8.0,18.0,5.0,4.0,29.0,80.0,33.0,37.0,10.0,2.0,0.0,0.0
LEICESTER CITY,MAN UTD,2-2,1-1,8.5,5.8,6.8,50,50,3.0,3.0,11.0,5.0,4.0,19.0,79.0,7.0,16.0,19.0,3.0,1.0,0.0,9.0,6.0,19.0,4.0,6.0,20.0,83.0,14.0,29.0,8.0,2.0,0.0,0.0
TOTTENHAM,SOUTHAMPTON,5-2,2-0,8.3,7.5,5.4,57,43,7.0,7.0,16.0,2.0,3.0,15.0,83.0,15.0,29.0,8.0,0.0,0.0,0.0,7.0,6.0,16.0,3.0,8.0,14.0,74.0,9.0,17.0,15.0,2.0,0.0,0.0
WATFORD,LEICESTER CITY,2-1,1-1,5.4,6.2,5.6,50,50,7.0,1.0,11.0,3.0,8.0,28.0,66.0,22.0,30.0,7.0,3.0,0.0,0.0,3.0,5.0,11.0,3.0,8.0,43.0,68.0,30.0,22.0,13.0,3.0,0.0,0.0
BOURNEMOUTH,WEST HAM,3-3,1-1,10.0,6.6,6.1,56,44,10.0,10.0,25.0,5.0,7.0,19.0,78.0,26.0,12.0,12.0,3.0,0.0,0.0,3.0,5.0,10.0,2.0,4.0,29.0,71.0,18.0,33.0,14.0,4.0,0.0,0.0
CHELSEA,BRIGHTON,2-0,0-0,4.7,7.9,4.9,67,33,10.0,8.0,25.0,7.0,13.0,11.0,88.0,10.0,13.0,8.0,0.0,0.0,0.0,4.0,1.0,8.0,3.0,1.0,14.0,77.0,21.0,32.0,8.0,1.0,0.0,0.0
WEST BROM,EVERTON,0-0,0-0,2.4,6.2,6.0,53,47,10.0,3.0,17.0,4.0,10.0,28.0,71.0,38.0,23.0,14.0,2.0,0.0,0.0,4.0,3.0,7.0,0.0,2.0,31.0,69.0,26.0,36.0,13.0,0.0,0.0,0.0
MAN UTD,BURNLEY,2-2,0-2,8.5,6.6,5.2,71,29,7.0,6.0,24.0,11.0,12.0,24.0,84.0,33.0,18.0,10.0,3.0,0.0,0.0,1.0,2.0,3.0,0.0,2.0,18.0,58.0,21.0,56.0,14.0,7.0,0.0,0.0
HUDDERSFIELD,STOKE,1-1,1-0,5.6,6.3,6.9,58,42,8.0,7.0,18.0,3.0,8.0,29.0,83.0,15.0,20.0,9.0,2.0,0.0,0.0,5.0,7.0,15.0,3.0,5.0,16.0,74.0,34.0,41.0,12.0,4.0,0.0,0.0
LIVERPOOL,SWANSEA,5-0,1-0,6.3,8.8,4.8,55,45,7.0,9.0,22.0,6.0,4.0,14.0,88.0,8.0,7.0,5.0,0.0,0.0,0.0,2.0,4.0,7.0,1.0,2.0,17.0,85.0,12.0,21.0,8.0,1.0,0.0,0.0
NEWCASTLE,MAN CITY,0-1,0-1,4.5,5.2,7.4,22,78,3.0,2.0,6.0,1.0,3.0,19.0,58.0,22.0,23.0,11.0,1.0,0.0,0.0,12.0,6.0,22.0,4.0,8.0,19.0,89.0,15.0,9.0,6.0,0.0,0.0,0.0
CRYSTAL PALACE,ARSENAL,2-3,0-1,8.4,5.6,7.6,35,65,9.0,2.0,16.0,5.0,5.0,34.0,74.0,23.0,28.0,12.0,1.0,0.0,0.0,3.0,9.0,16.0,4.0,4.0,22.0,85.0,20.0,28.0,7.0,1.0,0.0,0.0
LIVERPOOL,LEICESTER CITY,2-1,0-1,5.4,6.8,5.7,61,39,7.0,6.0,18.0,5.0,7.0,41.0,81.0,17.0,27.0,7.0,3.0,0.0,0.0,1.0,1.0,7.0,5.0,1.0,25.0,70.0,17.0,32.0,3.0,2.0,0.0,0.0
NEWCASTLE,BRIGHTON,0-0,0-0,2.3,5.9,6.1,45,55,5.0,2.0,11.0,4.0,3.0,36.0,71.0,28.0,20.0,11.0,2.0,0.0,0.0,5.0,3.0,10.0,2.0,6.0,21.0,78.0,31.0,37.0,10.0,2.0,0.0,0.0
CHELSEA,STOKE,5-0,3-0,6.3,9.3,4.0,58,42,7.0,12.0,21.0,2.0,7.0,18.0,91.0,13.0,9.0,5.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,11.0,83.0,5.0,22.0,10.0,1.0,0.0,0.0
HUDDERSFIELD,BURNLEY,0-0,0-0,2.0,5.9,6.7,57,43,2.0,1.0,3.0,0.0,5.0,28.0,74.0,31.0,33.0,14.0,2.0,0.0,0.0,5.0,4.0,11.0,2.0,4.0,29.0,61.0,24.0,22.0,14.0,1.0,0.0,0.0
WATFORD,SWANSEA,1-2,1-0,6.5,5.5,7.3,51,49,4.0,4.0,9.0,1.0,1.0,22.0,82.0,28.0,20.0,14.0,4.0,0.0,0.0,4.0,4.0,9.0,1.0,8.0,22.0,83.0,16.0,13.0,13.0,2.0,0.0,0.0
BOURNEMOUTH,EVERTON,2-1,1-0,5.7,7.0,5.4,47,53,7.0,7.0,18.0,4.0,4.0,25.0,70.0,26.0,23.0,8.0,0.0,0.0,0.0,3.0,1.0,6.0,2.0,4.0,21.0,74.0,22.0,28.0,13.0,0.0,0.0,0.0
MAN UTD,SOUTHAMPTON,0-0,0-0,2.8,6.1,6.4,54,46,5.0,3.0,15.0,7.0,10.0,18.0,85.0,23.0,29.0,12.0,2.0,0.0,0.0,4.0,3.0,8.0,1.0,7.0,16.0,78.0,13.0,31.0,13.0,4.0,0.0,0.0
CRYSTAL PALACE,MAN CITY,0-0,0-0,3.3,5.5,6.3,25,75,4.0,2.0,10.0,4.0,7.0,13.0,60.0,15.0,31.0,14.0,5.0,0.0,0.0,4.0,4.0,15.0,7.0,8.0,18.0,88.0,16.0,26.0,11.0,4.0,0.0,0.0
WEST BROM,ARSENAL,1-1,0-0,5.4,6.2,6.1,35,65,4.0,3.0,14.0,7.0,5.0,15.0,76.0,18.0,31.0,14.0,3.0,0.0,0.0,5.0,4.0,14.0,5.0,6.0,18.0,84.0,12.0,23.0,9.0,3.0,0.0,0.0
TOTTENHAM,WEST HAM,1-1,0-0,5.1,7.1,6.4,71,29,9.0,8.0,31.0,14.0,7.0,32.0,83.0,18.0,15.0,10.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,1.0,22.0,66.0,16.0,41.0,6.0,2.0,0.0,0.0
BRIGHTON,BOURNEMOUTH,2-2,1-1,8.1,5.9,7.0,49,51,3.0,6.0,15.0,6.0,5.0,21.0,76.0,25.0,35.0,13.0,2.0,0.0,0.0,5.0,8.0,26.0,13.0,12.0,19.0,82.0,16.0,27.0,9.0,1.0,0.0,0.0
BURNLEY,LIVERPOOL,1-2,0-0,6.4,5.7,6.6,42,58,6.0,4.0,13.0,3.0,3.0,18.0,71.0,30.0,27.0,4.0,0.0,0.0,0.0,7.0,5.0,19.0,7.0,9.0,26.0,80.0,23.0,30.0,12.0,0.0,0.0,0.0
STOKE,NEWCASTLE,0-1,0-0,3.7,5.8,6.6,59,41,3.0,4.0,11.0,4.0,10.0,20.0,76.0,30.0,27.0,10.0,3.0,0.0,0.0,5.0,6.0,14.0,3.0,5.0,20.0,67.0,28.0,39.0,11.0,1.0,0.0,0.0
LEICESTER CITY,HUDDERSFIELD,3-0,0-0,5.2,7.5,5.5,51,49,6.0,5.0,11.0,1.0,4.0,32.0,80.0,25.0,19.0,7.0,1.0,0.0,0.0,3.0,1.0,6.0,2.0,1.0,20.0,81.0,26.0,43.0,9.0,1.0,0.0,0.0
EVERTON,MAN UTD,0-2,0-0,4.8,5.3,7.3,40,60,6.0,0.0,12.0,6.0,6.0,15.0,77.0,12.0,32.0,11.0,2.0,0.0,0.0,8.0,6.0,21.0,7.0,6.0,27.0,85.0,17.0,28.0,10.0,0.0,0.0,0.0
WEST HAM,WEST BROM,2-1,0-1,5.8,6.6,5.8,53,47,5.0,5.0,13.0,3.0,3.0,23.0,83.0,24.0,32.0,12.0,3.0,0.0,0.0,6.0,3.0,12.0,3.0,4.0,16.0,79.0,16.0,37.0,12.0,2.0,0.0,0.0
SOUTHAMPTON,CRYSTAL PALACE,1-2,1-0,5.3,6.0,6.9,61,39,7.0,3.0,10.0,0.0,4.0,25.0,79.0,16.0,23.0,8.0,0.0,0.0,0.0,4.0,4.0,11.0,3.0,7.0,29.0,70.0,23.0,18.0,11.0,1.0,0.0,0.0
SWANSEA,TOTTENHAM,0-2,0-1,4.8,5.6,7.5,32,68,5.0,1.0,8.0,2.0,6.0,16.0,74.0,11.0,19.0,12.0,2.0,0.0,0.0,5.0,5.0,12.0,2.0,5.0,25.0,88.0,17.0,21.0,9.0,2.0,0.0,0.0
MAN CITY,WATFORD,3-1,2-0,6.6,7.4,5.5,77,23,8.0,7.0,18.0,3.0,9.0,20.0,92.0,6.0,7.0,8.0,1.0,0.0,0.0,2.0,4.0,7.0,1.0,1.0,21.0,70.0,5.0,22.0,12.0,1.0,0.0,0.0
ARSENAL,CHELSEA,2-2,0-0,8.8,6.2,6.5,58,42,3.0,6.0,14.0,5.0,10.0,9.0,86.0,13.0,14.0,11.0,3.0,0.0,0.0,10.0,6.0,19.0,3.0,8.0,9.0,82.0,14.0,29.0,11.0,2.0,0.0,0.0
NEWCASTLE,SWANSEA,1-1,0-0,4.4,6.1,6.3,42,58,7.0,4.0,12.0,1.0,4.0,18.0,75.0,23.0,19.0,11.0,0.0,0.0,0.0,2.0,5.0,8.0,1.0,5.0,30.0,80.0,40.0,20.0,10.0,3.0,0.0,0.0
CHELSEA,LEICESTER CITY,0-0,0-0,3.4,6.4,5.7,55,45,4.0,7.0,17.0,6.0,6.0,21.0,84.0,11.0,15.0,14.0,2.0,0.0,0.0,6.0,1.0,14.0,7.0,3.0,17.0,79.0,17.0,24.0,13.0,3.0,1.0,0.0
WEST BROM,BRIGHTON,2-0,1-0,3.9,7.4,5.2,44,56,6.0,4.0,15.0,5.0,9.0,18.0,69.0,23.0,25.0,8.0,0.0,0.0,0.0,7.0,1.0,13.0,5.0,6.0,20.0,77.0,20.0,35.0,15.0,0.0,0.0,0.0
HUDDERSFIELD,WEST HAM,1-4,1-1,5.2,4.5,8.2,65,35,4.0,2.0,8.0,2.0,7.0,26.0,81.0,18.0,20.0,7.0,1.0,0.0,0.0,1.0,6.0,8.0,1.0,3.0,30.0,68.0,17.0,30.0,9.0,1.0,0.0,0.0
CRYSTAL PALACE,BURNLEY,1-0,1-0,2.9,6.3,5.8,44,56,8.0,2.0,17.0,7.0,3.0,24.0,65.0,35.0,27.0,16.0,0.0,0.0,0.0,5.0,2.0,8.0,1.0,2.0,23.0,75.0,36.0,21.0,10.0,3.0,0.0,0.0
WATFORD,SOUTHAMPTON,2-2,0-2,7.4,6.3,6.1,56,44,10.0,4.0,16.0,2.0,5.0,38.0,75.0,29.0,21.0,11.0,0.0,0.0,0.0,4.0,4.0,10.0,2.0,4.0,22.0,68.0,26.0,32.0,13.0,5.0,0.0,0.0
TOTTENHAM,EVERTON,4-0,1-0,5.7,8.3,4.4,61,39,6.0,10.0,20.0,4.0,3.0,26.0,84.0,22.0,22.0,11.0,0.0,0.0,0.0,4.0,0.0,7.0,3.0,3.0,21.0,72.0,16.0,24.0,15.0,2.0,0.0,0.0
BOURNEMOUTH,ARSENAL,2-1,0-0,5.8,7.1,5.8,40,60,5.0,5.0,13.0,3.0,4.0,26.0,63.0,26.0,24.0,8.0,2.0,0.0,0.0,5.0,3.0,12.0,4.0,5.0,24.0,74.0,31.0,30.0,10.0,2.0,0.0,0.0
LIVERPOOL,MAN CITY,4-3,1-1,10.0,7.4,6.2,36,64,4.0,7.0,16.0,5.0,5.0,11.0,75.0,4.0,18.0,10.0,2.0,0.0,0.0,3.0,4.0,11.0,4.0,6.0,20.0,86.0,22.0,21.0,7.0,3.0,0.0,0.0
MAN UTD,STOKE,3-0,2-0,5.8,7.6,5.4,60,40,6.0,9.0,20.0,5.0,6.0,13.0,90.0,9.0,12.0,14.0,2.0,0.0,0.0,5.0,5.0,11.0,1.0,1.0,13.0,83.0,14.0,16.0,10.0,1.0,0.0,0.0
BRIGHTON,CHELSEA,0-4,0-2,6.6,4.3,8.5,42,58,5.0,3.0,10.0,2.0,5.0,23.0,79.0,13.0,14.0,12.0,3.0,0.0,0.0,1.0,10.0,14.0,3.0,3.0,20.0,86.0,12.0,22.0,5.0,0.0,0.0,0.0
ARSENAL,CRYSTAL PALACE,4-1,4-0,6.5,8.0,5.4,63,37,1.0,10.0,16.0,5.0,5.0,8.0,88.0,16.0,30.0,6.0,0.0,0.0,0.0,1.0,5.0,9.0,3.0,10.0,12.0,83.0,16.0,20.0,8.0,0.0,0.0,0.0
STOKE,HUDDERSFIELD,2-0,0-0,3.9,7.3,4.8,48,52,4.0,6.0,11.0,1.0,3.0,29.0,60.0,63.0,25.0,18.0,1.0,0.0,0.0,3.0,3.0,6.0,0.0,2.0,41.0,55.0,36.0,17.0,13.0,1.0,0.0,0.0
EVERTON,WEST BROM,1-1,0-1,4.4,6.1,6.5,57,43,2.0,4.0,9.0,3.0,0.0,29.0,72.0,24.0,25.0,15.0,2.0,0.0,0.0,9.0,5.0,15.0,1.0,3.0,31.0,63.0,35.0,21.0,10.0,1.0,0.0,0.0
LEICESTER CITY,WATFORD,2-0,1-0,4.1,6.8,5.6,53,47,3.0,5.0,9.0,1.0,4.0,24.0,78.0,14.0,26.0,11.0,0.0,0.0,0.0,4.0,3.0,11.0,4.0,5.0,19.0,71.0,22.0,21.0,10.0,0.0,0.0,0.0
BURNLEY,MAN UTD,0-1,0-0,3.6,5.9,6.4,48,52,8.0,3.0,14.0,3.0,5.0,20.0,73.0,12.0,23.0,7.0,3.0,0.0,0.0,4.0,2.0,12.0,6.0,4.0,26.0,79.0,34.0,37.0,13.0,3.0,0.0,0.0
WEST HAM,BOURNEMOUTH,1-1,0-0,4.2,6.3,6.6,48,52,6.0,4.0,12.0,2.0,6.0,30.0,73.0,20.0,21.0,8.0,3.0,0.0,0.0,5.0,3.0,8.0,0.0,3.0,22.0,77.0,17.0,39.0,7.0,1.0,0.0,0.0
MAN CITY,NEWCASTLE,3-1,1-0,6.7,8.1,4.6,80,20,10.0,9.0,21.0,2.0,18.0,22.0,90.0,17.0,20.0,5.0,0.0,0.0,0.0,1.0,4.0,6.0,1.0,0.0,16.0,59.0,16.0,41.0,10.0,1.0,0.0,0.0
SOUTHAMPTON,TOTTENHAM,1-1,1-1,5.1,6.6,6.1,41,59,5.0,4.0,10.0,1.0,2.0,21.0,69.0,10.0,17.0,8.0,2.0,0.0,0.0,10.0,2.0,17.0,5.0,9.0,24.0,83.0,16.0,18.0,15.0,3.0,0.0,0.0
SWANSEA,LIVERPOOL,1-0,1-0,3.6,7.0,6.0,28,72,1.0,2.0,3.0,0.0,3.0,17.0,69.0,18.0,40.0,5.0,0.0,0.0,0.0,11.0,4.0,21.0,6.0,9.0,25.0,88.0,19.0,11.0,9.0,2.0,0.0,0.0
SWANSEA,ARSENAL,3-1,1-1,6.3,7.7,5.4,26,74,4.0,4.0,12.0,4.0,4.0,14.0,74.0,11.0,24.0,4.0,0.0,0.0,0.0,4.0,4.0,9.0,1.0,3.0,23.0,92.0,14.0,15.0,8.0,3.0,0.0,0.0
WEST HAM,CRYSTAL PALACE,1-1,1-1,3.9,6.6,6.1,40,60,4.0,3.0,8.0,1.0,5.0,21.0,69.0,24.0,24.0,11.0,1.0,0.0,0.0,5.0,3.0,9.0,1.0,3.0,21.0,82.0,26.0,20.0,15.0,3.0,0.0,0.0
HUDDERSFIELD,LIVERPOOL,0-3,0-2,4.5,4.9,8.1,25,75,2.0,1.0,5.0,2.0,1.0,15.0,69.0,16.0,38.0,8.0,0.0,0.0,0.0,3.0,7.0,14.0,4.0,4.0,24.0,89.0,15.0,17.0,8.0,0.0,0.0,0.0
CHELSEA,BOURNEMOUTH,0-3,0-0,5.7,5.2,8.4,66,34,8.0,5.0,21.0,8.0,8.0,29.0,84.0,23.0,9.0,5.0,1.0,0.0,0.0,2.0,5.0,11.0,4.0,5.0,20.0,73.0,10.0,36.0,12.0,0.0,0.0,0.0
EVERTON,LEICESTER CITY,2-1,2-0,5.7,6.5,5.8,44,56,4.0,4.0,9.0,1.0,5.0,26.0,67.0,13.0,25.0,10.0,0.0,0.0,0.0,4.0,2.0,8.0,2.0,5.0,38.0,73.0,23.0,33.0,10.0,2.0,0.0,0.0
NEWCASTLE,BURNLEY,1-1,0-0,5.1,5.6,5.9,52,48,7.0,4.0,14.0,3.0,7.0,25.0,71.0,42.0,43.0,15.0,1.0,0.0,0.0,6.0,2.0,11.0,3.0,4.0,33.0,66.0,33.0,28.0,15.0,2.0,0.0,0.0
SOUTHAMPTON,BRIGHTON,1-1,0-1,4.5,6.0,6.6,66,34,8.0,3.0,18.0,7.0,7.0,26.0,82.0,18.0,16.0,8.0,3.0,0.0,0.0,4.0,2.0,9.0,3.0,2.0,14.0,68.0,39.0,35.0,10.0,1.0,0.0,0.0
MAN CITY,WEST BROM,3-0,1-0,5.8,8.3,4.7,74,26,7.0,10.0,19.0,2.0,9.0,18.0,88.0,15.0,7.0,10.0,1.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,21.0,66.0,11.0,27.0,10.0,3.0,0.0,0.0
STOKE,WATFORD,0-0,0-0,2.3,6.2,5.7,48,52,4.0,4.0,11.0,3.0,2.0,30.0,58.0,43.0,39.0,12.0,4.0,0.0,0.0,5.0,2.0,11.0,4.0,6.0,28.0,62.0,40.0,38.0,12.0,3.0,0.0,0.0
TOTTENHAM,MAN UTD,2-0,2-0,4.8,7.5,5.5,53,47,9.0,6.0,22.0,7.0,6.0,18.0,82.0,11.0,19.0,10.0,2.0,0.0,0.0,2.0,3.0,6.0,1.0,3.0,15.0,79.0,15.0,15.0,13.0,2.0,0.0,0.0
BURNLEY,MAN CITY,1-1,0-1,5.6,5.7,7.1,29,71,4.0,3.0,8.0,1.0,3.0,24.0,64.0,15.0,26.0,9.0,4.0,0.0,0.0,6.0,7.0,20.0,7.0,13.0,20.0,87.0,13.0,25.0,6.0,1.0,0.0,0.0
WEST BROM,SOUTHAMPTON,2-3,1-2,7.1,5.6,6.7,39,61,4.0,3.0,9.0,2.0,5.0,21.0,66.0,29.0,14.0,12.0,2.0,0.0,0.0,5.0,5.0,13.0,3.0,7.0,25.0,77.0,26.0,27.0,10.0,1.0,0.0,0.0
MAN UTD,HUDDERSFIELD,2-0,0-0,4.4,7.0,5.5,74,26,4.0,7.0,16.0,5.0,5.0,23.0,89.0,14.0,17.0,5.0,2.0,0.0,0.0,1.0,0.0,4.0,3.0,2.0,8.0,72.0,18.0,33.0,19.0,4.0,0.0,0.0
LEICESTER CITY,SWANSEA,1-1,1-0,3.9,6.8,6.7,60,40,5.0,5.0,13.0,3.0,3.0,34.0,82.0,20.0,19.0,9.0,1.0,0.0,0.0,1.0,1.0,3.0,1.0,3.0,26.0,73.0,20.0,42.0,8.0,0.0,0.0,0.0
BRIGHTON,WEST HAM,3-1,1-1,5.3,6.8,5.6,54,46,11.0,5.0,21.0,5.0,4.0,40.0,75.0,24.0,15.0,11.0,3.0,0.0,0.0,2.0,1.0,4.0,1.0,1.0,25.0,74.0,28.0,36.0,7.0,1.0,0.0,0.0
BOURNEMOUTH,STOKE,2-1,0-1,5.9,6.7,5.7,57,43,3.0,8.0,15.0,4.0,8.0,27.0,72.0,26.0,20.0,14.0,2.0,0.0,0.0,6.0,4.0,13.0,3.0,1.0,26.0,67.0,35.0,36.0,19.0,3.0,0.0,0.0
ARSENAL,EVERTON,5-1,4-0,6.5,8.4,5.0,58,42,3.0,7.0,15.0,5.0,4.0,13.0,85.0,21.0,27.0,8.0,2.0,0.0,0.0,4.0,2.0,10.0,4.0,6.0,27.0,81.0,25.0,26.0,8.0,0.0,0.0,0.0
CRYSTAL PALACE,NEWCASTLE,1-1,0-1,5.1,6.3,6.5,54,46,10.0,6.0,20.0,4.0,5.0,36.0,79.0,31.0,25.0,11.0,1.0,0.0,0.0,2.0,8.0,12.0,2.0,6.0,21.0,70.0,19.0,30.0,8.0,1.0,0.0,0.0
LIVERPOOL,TOTTENHAM,2-2,1-0,8.1,5.4,6.3,34,66,4.0,3.0,9.0,2.0,3.0,14.0,68.0,14.0,41.0,15.0,3.0,0.0,0.0,2.0,6.0,13.0,5.0,7.0,20.0,80.0,16.0,18.0,9.0,1.0,0.0,0.0
WATFORD,CHELSEA,4-1,1-0,7.8,8.1,3.9,45,55,9.0,8.0,21.0,4.0,6.0,21.0,80.0,20.0,11.0,11.0,2.0,0.0,0.0,2.0,3.0,7.0,2.0,2.0,12.0,82.0,16.0,21.0,8.0,3.0,1.0,0.0
TOTTENHAM,ARSENAL,1-0,0-0,3.7,7.0,5.4,50,50,11.0,6.0,18.0,1.0,10.0,21.0,83.0,16.0,23.0,13.0,2.0,0.0,0.0,3.0,1.0,6.0,2.0,2.0,10.0,81.0,13.0,22.0,9.0,1.0,0.0,0.0
STOKE,BRIGHTON,1-1,0-1,4.7,5.8,6.5,57,43,6.0,3.0,15.0,6.0,7.0,40.0,76.0,31.0,29.0,6.0,0.0,0.0,0.0,7.0,6.0,14.0,1.0,4.0,19.0,64.0,40.0,46.0,10.0,0.0,0.0,0.0
EVERTON,CRYSTAL PALACE,3-1,0-0,6.2,6.9,5.5,53,47,2.0,5.0,11.0,4.0,8.0,22.0,77.0,14.0,27.0,14.0,1.0,0.0,0.0,5.0,4.0,16.0,7.0,7.0,28.0,77.0,27.0,37.0,15.0,1.0,0.0,0.0
WEST HAM,WATFORD,2-0,1-0,3.9,6.9,5.9,36,64,2.0,4.0,8.0,2.0,8.0,24.0,61.0,31.0,48.0,11.0,1.0,0.0,0.0,3.0,4.0,11.0,4.0,7.0,27.0,73.0,32.0,26.0,7.0,1.0,0.0,0.0
SWANSEA,BURNLEY,1-0,0-0,3.2,6.9,5.6,57,43,2.0,4.0,13.0,7.0,5.0,23.0,79.0,34.0,21.0,10.0,2.0,0.0,0.0,8.0,1.0,13.0,4.0,2.0,19.0,69.0,36.0,30.0,9.0,1.0,0.0,0.0
MAN CITY,LEICESTER CITY,5-1,1-1,6.3,8.5,4.2,70,30,6.0,11.0,19.0,2.0,8.0,24.0,87.0,11.0,13.0,10.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,11.0,67.0,17.0,29.0,12.0,3.0,0.0,0.0
HUDDERSFIELD,BOURNEMOUTH,4-1,2-1,5.8,7.7,4.8,51,49,5.0,4.0,15.0,6.0,2.0,27.0,73.0,23.0,22.0,12.0,0.0,0.0,0.0,2.0,2.0,7.0,3.0,6.0,34.0,70.0,14.0,27.0,12.0,3.0,0.0,0.0
NEWCASTLE,MAN UTD,1-0,0-0,3.3,7.0,5.8,36,64,5.0,3.0,10.0,2.0,0.0,18.0,70.0,24.0,47.0,12.0,0.0,0.0,0.0,3.0,4.0,13.0,6.0,10.0,33.0,80.0,19.0,17.0,15.0,2.0,0.0,0.0
SOUTHAMPTON,LIVERPOOL,0-2,0-2,3.9,6.0,6.8,52,48,2.0,4.0,6.0,0.0,3.0,26.0,78.0,21.0,11.0,5.0,1.0,0.0,0.0,8.0,4.0,16.0,4.0,1.0,28.0,78.0,20.0,22.0,8.0,2.0,0.0,0.0
CHELSEA,WEST BROM,3-0,1-0,5.3,8.0,4.8,57,43,6.0,8.0,20.0,6.0,8.0,12.0,83.0,16.0,20.0,11.0,0.0,0.0,0.0,7.0,1.0,8.0,0.0,7.0,12.0,80.0,25.0,15.0,11.0,2.0,0.0,0.0
LEICESTER CITY,STOKE,1-1,0-1,5.4,6.8,5.4,66,34,8.0,9.0,19.0,2.0,13.0,25.0,74.0,30.0,10.0,10.0,1.0,0.0,0.0,2.0,2.0,6.0,2.0,1.0,31.0,54.0,35.0,51.0,16.0,3.0,0.0,0.0
BOURNEMOUTH,NEWCASTLE,2-2,0-2,7.8,6.4,6.1,63,37,9.0,5.0,18.0,4.0,8.0,30.0,81.0,23.0,22.0,12.0,1.0,0.0,0.0,6.0,4.0,15.0,5.0,1.0,17.0,69.0,29.0,50.0,10.0,4.0,0.0,0.0
LIVERPOOL,WEST HAM,4-1,1-0,7.4,8.5,4.6,68,32,7.0,12.0,21.0,2.0,8.0,18.0,86.0,19.0,19.0,7.0,0.0,0.0,0.0,2.0,4.0,7.0,1.0,2.0,21.0,70.0,17.0,34.0,7.0,2.0,0.0,0.0
WEST BROM,HUDDERSFIELD,1-2,0-0,5.4,5.5,6.9,53,47,5.0,3.0,10.0,2.0,6.0,29.0,68.0,27.0,30.0,11.0,1.0,0.0,0.0,4.0,7.0,16.0,5.0,3.0,24.0,64.0,31.0,38.0,9.0,1.0,0.0,0.0
BURNLEY,SOUTHAMPTON,1-1,0-0,4.8,6.0,6.7,50,50,3.0,3.0,9.0,3.0,7.0,32.0,70.0,30.0,29.0,8.0,1.0,0.0,0.0,3.0,6.0,13.0,4.0,5.0,26.0,67.0,24.0,37.0,14.0,0.0,0.0,0.0
BRIGHTON,SWANSEA,4-1,1-0,6.4,7.3,4.8,48,52,9.0,5.0,16.0,2.0,3.0,12.0,76.0,21.0,25.0,17.0,1.0,0.0,0.0,6.0,1.0,11.0,4.0,5.0,27.0,77.0,12.0,11.0,6.0,0.0,0.0,0.0
WATFORD,EVERTON,1-0,0-0,3.3,6.7,6.0,54,46,4.0,5.0,13.0,4.0,6.0,28.0,74.0,35.0,28.0,10.0,3.0,0.0,0.0,4.0,2.0,7.0,1.0,5.0,33.0,66.0,12.0,28.0,9.0,1.0,0.0,0.0
CRYSTAL PALACE,TOTTENHAM,0-1,0-0,3.8,6.2,6.9,24,76,1.0,3.0,5.0,1.0,3.0,30.0,58.0,24.0,41.0,12.0,0.0,0.0,0.0,6.0,4.0,14.0,4.0,13.0,31.0,86.0,14.0,17.0,5.0,1.0,0.0,0.0
MAN UTD,CHELSEA,2-1,1-1,6.4,6.9,6.1,44,56,1.0,5.0,10.0,4.0,3.0,13.0,81.0,13.0,18.0,13.0,2.0,0.0,0.0,4.0,7.0,14.0,3.0,4.0,14.0,86.0,9.0,15.0,12.0,2.0,0.0,0.0
ARSENAL,MAN CITY,0-3,0-3,5.5,5.3,7.7,46,54,2.0,5.0,10.0,3.0,6.0,28.0,79.0,6.0,11.0,11.0,1.0,0.0,0.0,1.0,5.0,9.0,3.0,1.0,26.0,85.0,9.0,31.0,11.0,1.0,0.0,0.0
