Home Team,Away Team,Score,Half Time Score,Match Excitement,Home Team Rating,Away Team Rating,Home Team Possession %,Away Team Possession %,Home Team Off Target Shots,Home Team On Target Shots,Home Team Total Shots,Home Team Blocked Shots,Home Team Corners,Home Team Throw Ins,Home Team Pass Success %,Home Team Aerials Won,Home Team Clearances,Home Team Fouls,Home Team Yellow Cards,Home Team Second Yellow Cards,Home Team Red Cards,Away Team Off Target Shots,Away Team On Target Shots,Away Team Total Shots,Away Team Blocked Shots,Away Team Corners,Away Team Throw Ins,Away Team Pass Success %,Away Team Aerials Won,Away Team Clearances,Away Team Fouls,Away Team Yellow Cards,Away Team Second Yellow Cards,Away Team Red Cards
WATFORD,HUDDERSFIELD,3-0,2-0,5.9,7.4,6.2,48,52,6.0,6.0,12.0,0.0,3.0,31.0,78.0,12.0,23.0,9.0,1.0,0.0,0.0,4.0,7.0,13.0,2.0,3.0,27.0,80.0,16.0,13.0,13.0,2.0,0.0,0.0
FULHAM,BOURNEMOUTH,0-3,0-1,5.4,4.5,8.1,52,48,9.0,1.0,11.0,1.0,5.0,15.0,83.0,27.0,34.0,16.0,3.0,1.0,0.0,6.0,5.0,12.0,1.0,5.0,24.0,85.0,9.0,24.0,3.0,1.0,0.0,0.0
LIVERPOOL,CARDIFF,4-1,1-0,5.8,8.0,4.8,80,20,6.0,7.0,19.0,6.0,8.0,23.0,89.0,18.0,11.0,6.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,21.0,59.0,14.0,41.0,4.0,0.0,0.0,0.0
LEICESTER CITY,WEST HAM,1-1,0-1,5.9,6.7,6.0,64,36,11.0,7.0,21.0,3.0,8.0,28.0,83.0,23.0,6.0,17.0,1.0,0.0,0.0,6.0,3.0,11.0,2.0,0.0,18.0,69.0,9.0,47.0,5.0,1.0,0.0,1.0
BURNLEY,CHELSEA,0-4,0-1,6.7,4.1,8.8,30,70,4.0,1.0,7.0,2.0,4.0,20.0,82.0,11.0,14.0,14.0,4.0,0.0,0.0,9.0,8.0,24.0,7.0,4.0,17.0,90.0,18.0,23.0,10.0,2.0,0.0,0.0
CRYSTAL PALACE,ARSENAL,2-2,1-0,7.6,6.6,6.2,42,58,11.0,3.0,16.0,2.0,6.0,24.0,78.0,13.0,9.0,10.0,1.0,0.0,0.0,3.0,2.0,7.0,2.0,4.0,19.0,83.0,17.0,33.0,16.0,2.0,0.0,0.0
MAN UTD,EVERTON,2-1,1-0,6.8,6.2,5.3,54,46,3.0,10.0,14.0,1.0,8.0,22.0,80.0,15.0,10.0,15.0,2.0,0.0,0.0,7.0,6.0,14.0,1.0,4.0,26.0,80.0,8.0,24.0,12.0,1.0,0.0,0.0
TOTTENHAM,MAN CITY,0-1,0-1,3.7,5.4,7.5,48,52,3.0,1.0,4.0,0.0,3.0,24.0,80.0,12.0,20.0,13.0,2.0,0.0,0.0,2.0,6.0,13.0,5.0,6.0,9.0,83.0,11.0,22.0,13.0,2.0,0.0,0.0
BOURNEMOUTH,MAN UTD,1-2,1-1,7.3,5.7,6.3,49,51,3.0,7.0,18.0,8.0,9.0,22.0,77.0,15.0,34.0,12.0,4.0,0.0,0.0,6.0,8.0,18.0,4.0,5.0,19.0,80.0,23.0,29.0,12.0,3.0,0.0,0.0
EVERTON,BRIGHTON,3-1,1-1,5.5,7.0,5.3,61,39,9.0,3.0,14.0,2.0,6.0,24.0,83.0,24.0,15.0,9.0,0.0,0.0,0.0,0.0,3.0,5.0,2.0,4.0,22.0,68.0,17.0,30.0,17.0,1.0,0.0,0.0
CARDIFF,LEICESTER CITY,0-1,0-0,3.8,5.4,7.1,40,60,8.0,2.0,11.0,1.0,6.0,25.0,61.0,32.0,27.0,13.0,2.0,0.0,0.0,4.0,5.0,13.0,4.0,12.0,20.0,76.0,35.0,38.0,12.0,2.0,0.0,0.0
WEST HAM,BURNLEY,4-2,1-1,9.2,7.7,4.4,63,37,6.0,10.0,22.0,6.0,10.0,35.0,81.0,14.0,25.0,7.0,1.0,0.0,0.0,1.0,3.0,6.0,2.0,4.0,24.0,63.0,29.0,34.0,9.0,4.0,0.0,0.0
NEWCASTLE,WATFORD,1-0,0-0,3.3,6.6,5.5,42,58,4.0,2.0,10.0,4.0,8.0,22.0,68.0,25.0,29.0,12.0,1.0,0.0,0.0,10.0,1.0,16.0,5.0,9.0,26.0,79.0,34.0,35.0,11.0,5.0,0.0,0.0
ARSENAL,LIVERPOOL,1-1,0-0,5.3,6.9,6.6,62,38,5.0,4.0,12.0,3.0,5.0,28.0,85.0,15.0,28.0,7.0,1.0,0.0,0.0,5.0,4.0,13.0,4.0,8.0,28.0,78.0,12.0,29.0,7.0,1.0,0.0,0.0
WOLVES,TOTTENHAM,2-3,0-2,8.2,5.5,6.8,49,51,4.0,7.0,16.0,5.0,5.0,27.0,82.0,11.0,7.0,11.0,1.0,0.0,0.0,1.0,8.0,10.0,1.0,1.0,23.0,83.0,7.0,23.0,8.0,2.0,0.0,0.0
MAN CITY,SOUTHAMPTON,6-1,4-1,7.4,8.5,4.5,67,33,5.0,8.0,18.0,5.0,4.0,9.0,91.0,16.0,17.0,14.0,1.0,0.0,0.0,5.0,6.0,13.0,2.0,4.0,18.0,79.0,11.0,19.0,9.0,1.0,0.0,0.0
CHELSEA,CRYSTAL PALACE,3-1,1-0,5.7,7.5,5.7,74,26,5.0,6.0,15.0,4.0,4.0,22.0,90.0,13.0,11.0,6.0,0.0,0.0,0.0,2.0,2.0,7.0,3.0,2.0,16.0,77.0,12.0,16.0,13.0,1.0,0.0,0.0
HUDDERSFIELD,FULHAM,1-0,1-0,2.9,7.2,5.3,45,55,6.0,2.0,10.0,2.0,5.0,24.0,67.0,27.0,10.0,11.0,1.0,0.0,0.0,3.0,1.0,8.0,4.0,4.0,44.0,71.0,27.0,17.0,8.0,2.0,0.0,0.0
CARDIFF,BRIGHTON,2-1,1-1,6.8,6.6,5.0,61,39,9.0,6.0,20.0,5.0,4.0,21.0,77.0,30.0,7.0,7.0,2.0,0.0,0.0,2.0,3.0,7.0,2.0,1.0,23.0,64.0,39.0,36.0,21.0,1.0,0.0,1.0
NEWCASTLE,BOURNEMOUTH,2-1,2-1,5.9,6.7,6.1,39,61,8.0,6.0,18.0,4.0,7.0,21.0,69.0,25.0,33.0,9.0,2.0,0.0,0.0,5.0,4.0,14.0,5.0,10.0,23.0,79.0,22.0,40.0,11.0,1.0,0.0,0.0
HUDDERSFIELD,WEST HAM,1-1,1-0,5.1,6.5,6.3,44,56,7.0,7.0,15.0,1.0,5.0,17.0,73.0,31.0,26.0,9.0,1.0,0.0,0.0,4.0,5.0,12.0,3.0,6.0,26.0,77.0,14.0,22.0,8.0,1.0,0.0,0.0
SOUTHAMPTON,WATFORD,1-1,1-0,4.8,6.3,6.5,42,58,6.0,4.0,14.0,4.0,7.0,21.0,69.0,24.0,37.0,13.0,3.0,0.0,0.0,3.0,6.0,12.0,3.0,6.0,34.0,72.0,20.0,16.0,13.0,2.0,0.0,0.0
LEICESTER CITY,BURNLEY,0-0,0-0,2.9,6.7,5.6,63,37,9.0,5.0,22.0,8.0,12.0,34.0,79.0,30.0,17.0,13.0,2.0,0.0,0.0,3.0,1.0,6.0,2.0,1.0,28.0,63.0,26.0,36.0,10.0,0.0,0.0,0.0
CRYSTAL PALACE,TOTTENHAM,0-1,0-0,3.3,6.4,6.5,35,65,5.0,5.0,11.0,1.0,10.0,23.0,66.0,19.0,25.0,12.0,1.0,0.0,0.0,6.0,2.0,11.0,3.0,6.0,25.0,83.0,10.0,32.0,9.0,1.0,0.0,0.0
LIVERPOOL,FULHAM,2-0,1-0,4.5,7.3,5.7,73,27,7.0,7.0,21.0,7.0,6.0,26.0,87.0,11.0,13.0,11.0,1.0,0.0,0.0,4.0,3.0,8.0,1.0,3.0,30.0,71.0,10.0,32.0,9.0,1.0,0.0,0.0
CHELSEA,EVERTON,0-0,0-0,2.9,6.5,6.4,69,31,7.0,4.0,15.0,4.0,5.0,23.0,89.0,12.0,13.0,7.0,4.0,0.0,0.0,3.0,1.0,6.0,2.0,5.0,19.0,75.0,18.0,21.0,11.0,3.0,0.0,0.0
MAN CITY,MAN UTD,3-1,1-0,6.1,7.3,5.7,65,35,6.0,5.0,17.0,6.0,5.0,19.0,92.0,9.0,14.0,12.0,1.0,0.0,0.0,1.0,1.0,6.0,4.0,1.0,14.0,84.0,12.0,29.0,12.0,1.0,0.0,0.0
ARSENAL,WOLVES,1-1,0-1,5.6,6.2,6.9,72,28,3.0,3.0,10.0,4.0,11.0,27.0,87.0,8.0,4.0,9.0,2.0,0.0,0.0,6.0,5.0,13.0,2.0,2.0,20.0,71.0,18.0,26.0,16.0,2.0,0.0,0.0
MAN UTD,CRYSTAL PALACE,0-0,0-0,3.0,6.8,6.5,60,40,4.0,5.0,12.0,3.0,10.0,22.0,83.0,18.0,17.0,13.0,1.0,0.0,0.0,9.0,2.0,13.0,2.0,3.0,22.0,75.0,13.0,39.0,12.0,2.0,0.0,0.0
WEST HAM,MAN CITY,0-4,0-3,5.5,4.7,8.9,31,69,5.0,1.0,9.0,3.0,8.0,16.0,75.0,11.0,11.0,6.0,0.0,0.0,0.0,2.0,6.0,9.0,1.0,1.0,13.0,89.0,10.0,14.0,3.0,0.0,0.0,0.0
BRIGHTON,LEICESTER CITY,1-1,1-0,4.2,6.1,6.5,55,45,8.0,3.0,14.0,3.0,6.0,29.0,78.0,10.0,11.0,10.0,3.0,0.0,0.0,3.0,3.0,8.0,2.0,1.0,34.0,74.0,23.0,20.0,7.0,2.0,1.0,0.0
WATFORD,LIVERPOOL,0-3,0-0,5.3,4.9,8.1,36,64,4.0,1.0,5.0,0.0,5.0,15.0,69.0,15.0,25.0,12.0,0.0,0.0,0.0,3.0,7.0,10.0,0.0,5.0,22.0,83.0,23.0,22.0,13.0,1.0,1.0,0.0
FULHAM,SOUTHAMPTON,3-2,2-1,8.0,6.2,5.7,37,63,3.0,5.0,10.0,2.0,2.0,22.0,71.0,21.0,43.0,10.0,2.0,0.0,0.0,6.0,8.0,19.0,5.0,5.0,31.0,80.0,17.0,11.0,6.0,3.0,0.0,0.0
EVERTON,CARDIFF,1-0,0-0,3.3,7.1,5.1,71,29,5.0,8.0,16.0,3.0,7.0,27.0,80.0,28.0,23.0,12.0,0.0,0.0,0.0,4.0,1.0,7.0,2.0,3.0,21.0,52.0,26.0,35.0,13.0,3.0,0.0,0.0
TOTTENHAM,CHELSEA,3-1,2-0,6.7,7.2,5.3,40,60,6.0,9.0,18.0,3.0,4.0,15.0,76.0,19.0,22.0,19.0,0.0,0.0,0.0,5.0,2.0,13.0,6.0,4.0,20.0,85.0,13.0,8.0,12.0,3.0,0.0,0.0
BOURNEMOUTH,ARSENAL,1-2,1-1,6.5,5.7,6.7,41,59,2.0,5.0,11.0,4.0,5.0,24.0,75.0,23.0,30.0,6.0,2.0,0.0,0.0,11.0,4.0,20.0,5.0,8.0,25.0,81.0,18.0,20.0,9.0,1.0,0.0,0.0
WOLVES,HUDDERSFIELD,0-2,0-1,4.5,5.7,7.5,45,55,6.0,3.0,12.0,3.0,3.0,34.0,75.0,19.0,18.0,9.0,1.0,0.0,0.0,4.0,6.0,14.0,4.0,5.0,20.0,79.0,29.0,19.0,8.0,2.0,0.0,0.0
BURNLEY,NEWCASTLE,1-2,1-2,6.0,5.5,6.7,56,44,8.0,4.0,14.0,2.0,5.0,24.0,83.0,26.0,21.0,6.0,0.0,0.0,0.0,8.0,3.0,17.0,6.0,5.0,11.0,81.0,28.0,45.0,11.0,1.0,0.0,0.0
CARDIFF,WOLVES,2-1,0-1,5.8,6.4,5.9,48,52,8.0,3.0,17.0,6.0,7.0,31.0,61.0,39.0,21.0,3.0,1.0,0.0,0.0,9.0,4.0,15.0,2.0,6.0,32.0,68.0,43.0,48.0,12.0,2.0,0.0,0.0
CRYSTAL PALACE,BURNLEY,2-0,1-0,4.9,7.2,5.2,59,41,11.0,9.0,29.0,9.0,10.0,27.0,80.0,20.0,19.0,9.0,1.0,0.0,0.0,2.0,0.0,4.0,2.0,2.0,23.0,75.0,24.0,33.0,10.0,1.0,0.0,0.0
MAN CITY,BOURNEMOUTH,3-1,1-1,5.6,7.7,5.5,73,27,5.0,6.0,16.0,5.0,8.0,18.0,91.0,13.0,21.0,9.0,0.0,0.0,0.0,2.0,1.0,4.0,1.0,4.0,22.0,73.0,26.0,36.0,3.0,0.0,0.0,0.0
NEWCASTLE,WEST HAM,0-3,0-1,5.4,5.1,7.9,59,41,7.0,4.0,16.0,5.0,7.0,28.0,82.0,15.0,12.0,10.0,3.0,0.0,0.0,3.0,4.0,7.0,0.0,3.0,13.0,70.0,22.0,39.0,10.0,3.0,0.0,0.0
LEICESTER CITY,WATFORD,2-0,2-0,3.8,7.1,5.5,38,62,3.0,3.0,7.0,1.0,4.0,20.0,69.0,24.0,48.0,7.0,2.0,0.0,0.0,6.0,0.0,8.0,2.0,8.0,37.0,82.0,11.0,16.0,6.0,1.0,0.0,1.0
HUDDERSFIELD,BRIGHTON,1-2,1-1,5.4,5.4,6.9,32,68,3.0,2.0,7.0,2.0,2.0,26.0,69.0,16.0,18.0,10.0,0.0,0.0,1.0,3.0,6.0,14.0,5.0,6.0,22.0,84.0,31.0,29.0,12.0,2.0,0.0,0.0
SOUTHAMPTON,MAN UTD,2-2,2-2,7.7,6.3,6.3,40,60,6.0,6.0,16.0,4.0,3.0,11.0,78.0,9.0,23.0,12.0,4.0,0.0,0.0,4.0,5.0,11.0,2.0,5.0,27.0,84.0,26.0,15.0,13.0,4.0,0.0,0.0
CHELSEA,FULHAM,2-0,1-0,5.2,7.5,5.4,66,34,1.0,9.0,16.0,6.0,4.0,23.0,89.0,15.0,17.0,8.0,2.0,0.0,0.0,4.0,4.0,9.0,1.0,6.0,27.0,73.0,15.0,18.0,17.0,1.0,0.0,0.0
ARSENAL,TOTTENHAM,4-2,1-2,9.0,7.1,4.9,59,41,11.0,7.0,22.0,4.0,8.0,18.0,85.0,12.0,20.0,15.0,3.0,0.0,0.0,3.0,6.0,11.0,2.0,5.0,24.0,72.0,16.0,17.0,17.0,4.0,1.0,0.0
LIVERPOOL,EVERTON,1-0,0-0,4.6,6.2,6.1,58,42,10.0,3.0,16.0,3.0,8.0,27.0,80.0,10.0,17.0,12.0,3.0,0.0,0.0,4.0,3.0,9.0,2.0,1.0,14.0,73.0,16.0,42.0,7.0,2.0,0.0,0.0
WEST HAM,CARDIFF,3-1,0-0,7.2,7.2,4.8,61,39,3.0,11.0,17.0,3.0,10.0,24.0,77.0,24.0,11.0,10.0,1.0,0.0,0.0,2.0,5.0,9.0,2.0,4.0,24.0,69.0,25.0,20.0,10.0,2.0,0.0,0.0
BRIGHTON,CRYSTAL PALACE,3-1,3-0,6.1,6.9,5.3,31,69,3.0,3.0,9.0,3.0,4.0,15.0,70.0,14.0,33.0,14.0,2.0,0.0,1.0,8.0,5.0,18.0,5.0,5.0,32.0,85.0,16.0,13.0,12.0,3.0,0.0,0.0
BOURNEMOUTH,HUDDERSFIELD,2-1,2-1,5.7,6.2,6.3,33,67,4.0,2.0,6.0,0.0,4.0,21.0,72.0,30.0,55.0,14.0,4.0,0.0,0.0,10.0,6.0,23.0,7.0,8.0,31.0,82.0,39.0,8.0,11.0,2.0,0.0,0.0
WATFORD,MAN CITY,1-2,0-1,6.3,5.8,7.0,30,70,2.0,7.0,11.0,2.0,3.0,14.0,66.0,31.0,35.0,4.0,0.0,0.0,0.0,5.0,7.0,15.0,3.0,11.0,15.0,88.0,16.0,28.0,8.0,1.0,0.0,0.0
WOLVES,CHELSEA,2-1,0-1,5.4,6.8,5.9,30,70,3.0,2.0,6.0,1.0,1.0,15.0,74.0,16.0,18.0,18.0,4.0,0.0,0.0,10.0,3.0,17.0,4.0,5.0,24.0,88.0,19.0,18.0,10.0,4.0,0.0,0.0
FULHAM,LEICESTER CITY,1-1,1-0,4.9,6.5,6.0,45,55,10.0,7.0,25.0,8.0,10.0,31.0,66.0,31.0,13.0,12.0,0.0,0.0,0.0,6.0,5.0,13.0,2.0,8.0,32.0,67.0,20.0,25.0,7.0,0.0,0.0,0.0
BURNLEY,LIVERPOOL,1-3,0-0,7.7,5.0,7.7,26,74,3.0,6.0,10.0,1.0,5.0,17.0,60.0,13.0,22.0,10.0,1.0,0.0,0.0,2.0,12.0,18.0,4.0,9.0,31.0,85.0,29.0,15.0,3.0,0.0,0.0,0.0
EVERTON,NEWCASTLE,1-1,1-1,4.4,6.4,6.1,76,24,8.0,3.0,19.0,8.0,14.0,35.0,84.0,23.0,8.0,7.0,0.0,0.0,0.0,3.0,5.0,8.0,0.0,2.0,20.0,63.0,24.0,63.0,18.0,5.0,0.0,0.0
MAN UTD,ARSENAL,2-2,1-1,7.0,6.5,6.1,45,55,0.0,7.0,10.0,3.0,4.0,22.0,79.0,14.0,18.0,13.0,3.0,0.0,0.0,2.0,4.0,9.0,3.0,4.0,22.0,82.0,12.0,21.0,10.0,3.0,0.0,0.0
TOTTENHAM,SOUTHAMPTON,3-1,1-0,7.9,7.3,5.2,52,48,3.0,8.0,13.0,2.0,8.0,18.0,83.0,23.0,29.0,7.0,0.0,0.0,0.0,9.0,5.0,18.0,4.0,6.0,21.0,81.0,10.0,21.0,5.0,0.0,0.0,0.0
BOURNEMOUTH,LIVERPOOL,0-4,0-1,4.9,4.8,8.2,40,60,3.0,2.0,8.0,3.0,6.0,26.0,77.0,14.0,16.0,9.0,2.0,0.0,0.0,4.0,4.0,10.0,2.0,6.0,22.0,84.0,17.0,18.0,11.0,1.0,0.0,0.0
MAN UTD,FULHAM,4-1,3-0,7.1,8.2,4.3,63,37,6.0,11.0,20.0,3.0,10.0,20.0,86.0,24.0,15.0,11.0,1.0,0.0,0.0,4.0,4.0,10.0,2.0,3.0,16.0,76.0,12.0,26.0,15.0,2.0,1.0,0.0
BURNLEY,BRIGHTON,1-0,1-0,3.2,6.3,5.6,37,63,4.0,4.0,14.0,6.0,2.0,25.0,65.0,30.0,21.0,11.0,2.0,0.0,0.0,12.0,1.0,14.0,1.0,7.0,22.0,75.0,30.0,20.0,11.0,0.0,0.0,0.0
CARDIFF,SOUTHAMPTON,1-0,0-0,3.5,6.6,5.9,36,64,8.0,4.0,13.0,1.0,7.0,25.0,60.0,25.0,28.0,9.0,2.0,0.0,0.0,6.0,1.0,12.0,5.0,7.0,32.0,74.0,21.0,34.0,10.0,2.0,0.0,0.0
WEST HAM,CRYSTAL PALACE,3-2,0-1,7.7,6.8,5.9,48,52,5.0,6.0,13.0,2.0,5.0,18.0,81.0,25.0,20.0,10.0,1.0,0.0,0.0,2.0,4.0,8.0,2.0,3.0,14.0,79.0,10.0,21.0,8.0,1.0,0.0,0.0
ARSENAL,HUDDERSFIELD,1-0,0-0,2.9,6.2,5.6,62,38,8.0,2.0,14.0,4.0,7.0,23.0,81.0,19.0,14.0,13.0,5.0,0.0,0.0,5.0,0.0,6.0,1.0,1.0,17.0,67.0,24.0,22.0,20.0,4.0,0.0,0.0
CHELSEA,MAN CITY,2-0,1-0,4.8,7.5,6.0,39,61,1.0,5.0,8.0,2.0,1.0,22.0,81.0,18.0,31.0,12.0,2.0,0.0,0.0,6.0,4.0,14.0,4.0,13.0,23.0,88.0,7.0,11.0,11.0,0.0,0.0,0.0
LEICESTER CITY,TOTTENHAM,0-2,0-1,3.9,5.7,7.3,42,58,5.0,3.0,11.0,3.0,6.0,27.0,80.0,9.0,18.0,12.0,3.0,0.0,0.0,4.0,2.0,7.0,1.0,5.0,15.0,81.0,17.0,29.0,7.0,1.0,0.0,0.0
NEWCASTLE,WOLVES,1-2,1-1,7.0,5.4,6.7,50,50,5.0,4.0,12.0,3.0,4.0,19.0,79.0,26.0,23.0,10.0,2.0,0.0,1.0,5.0,6.0,13.0,2.0,6.0,15.0,80.0,33.0,30.0,17.0,5.0,0.0,0.0
EVERTON,WATFORD,2-2,1-0,7.7,6.2,6.1,57,43,5.0,5.0,12.0,2.0,6.0,25.0,78.0,21.0,29.0,13.0,1.0,0.0,0.0,7.0,3.0,15.0,5.0,6.0,25.0,68.0,23.0,27.0,13.0,2.0,0.0,0.0
MAN CITY,EVERTON,3-1,1-0,5.6,7.2,5.5,67,33,4.0,5.0,13.0,4.0,6.0,29.0,87.0,16.0,14.0,7.0,1.0,0.0,0.0,5.0,2.0,9.0,2.0,2.0,16.0,78.0,10.0,19.0,9.0,2.0,0.0,0.0
TOTTENHAM,BURNLEY,1-0,0-0,3.1,6.4,5.8,70,30,6.0,3.0,15.0,6.0,8.0,23.0,85.0,20.0,10.0,7.0,0.0,0.0,0.0,2.0,0.0,4.0,2.0,3.0,17.0,61.0,27.0,34.0,8.0,2.0,0.0,0.0
HUDDERSFIELD,NEWCASTLE,0-1,0-0,3.5,5.9,6.6,73,27,7.0,5.0,15.0,3.0,10.0,31.0,81.0,32.0,13.0,5.0,1.0,0.0,0.0,2.0,5.0,8.0,1.0,1.0,27.0,55.0,22.0,61.0,13.0,1.0,0.0,0.0
CRYSTAL PALACE,LEICESTER CITY,1-0,1-0,3.0,6.9,6.2,43,57,5.0,1.0,8.0,2.0,4.0,26.0,74.0,18.0,31.0,10.0,2.0,0.0,0.0,7.0,2.0,12.0,3.0,4.0,28.0,78.0,20.0,9.0,8.0,1.0,0.0,0.0
WATFORD,CARDIFF,3-2,1-0,7.8,6.9,5.3,71,29,6.0,8.0,17.0,3.0,5.0,25.0,83.0,21.0,14.0,7.0,0.0,0.0,0.0,4.0,3.0,10.0,3.0,0.0,18.0,62.0,13.0,26.0,5.0,0.0,0.0,0.0
WOLVES,BOURNEMOUTH,2-0,1-0,4.7,7.1,6.0,38,62,3.0,4.0,10.0,3.0,5.0,18.0,72.0,19.0,25.0,15.0,1.0,0.0,0.0,5.0,3.0,13.0,5.0,3.0,26.0,85.0,15.0,18.0,7.0,2.0,0.0,0.0
FULHAM,WEST HAM,0-2,0-2,4.1,5.5,7.1,56,44,9.0,4.0,16.0,3.0,6.0,26.0,80.0,21.0,19.0,14.0,2.0,0.0,0.0,2.0,3.0,6.0,1.0,4.0,22.0,75.0,19.0,36.0,10.0,1.0,0.0,0.0
SOUTHAMPTON,ARSENAL,3-2,2-1,8.4,7.4,5.9,34,66,1.0,7.0,12.0,4.0,4.0,22.0,74.0,8.0,20.0,12.0,3.0,0.0,0.0,4.0,4.0,13.0,5.0,5.0,32.0,86.0,8.0,14.0,10.0,1.0,0.0,0.0
BRIGHTON,CHELSEA,1-2,0-2,5.4,6.1,7.0,42,58,3.0,2.0,6.0,1.0,4.0,27.0,80.0,16.0,14.0,14.0,2.0,0.0,0.0,4.0,3.0,10.0,3.0,1.0,15.0,88.0,10.0,11.0,6.0,2.0,0.0,0.0
LIVERPOOL,MAN UTD,3-1,1-1,7.1,8.0,5.2,64,36,11.0,11.0,36.0,14.0,13.0,29.0,81.0,15.0,9.0,6.0,0.0,0.0,0.0,3.0,2.0,6.0,1.0,2.0,17.0,66.0,12.0,41.0,14.0,2.0,0.0,0.0
WOLVES,LIVERPOOL,0-2,0-1,4.5,6.0,7.0,38,62,4.0,5.0,11.0,2.0,1.0,25.0,75.0,7.0,15.0,7.0,0.0,0.0,0.0,4.0,6.0,15.0,5.0,10.0,33.0,85.0,11.0,18.0,3.0,0.0,0.0,0.0
ARSENAL,BURNLEY,3-1,1-0,5.8,7.2,5.2,60,40,1.0,6.0,11.0,4.0,1.0,17.0,86.0,17.0,18.0,10.0,2.0,0.0,0.0,3.0,2.0,7.0,2.0,3.0,14.0,76.0,23.0,12.0,14.0,5.0,0.0,0.0
BOURNEMOUTH,BRIGHTON,2-0,1-0,4.3,6.5,5.8,57,43,7.0,3.0,14.0,4.0,6.0,28.0,81.0,26.0,15.0,8.0,2.0,0.0,0.0,4.0,5.0,10.0,1.0,5.0,23.0,74.0,14.0,19.0,18.0,1.0,1.0,0.0
MAN CITY,CRYSTAL PALACE,2-3,1-2,8.4,5.9,6.8,78,22,9.0,5.0,19.0,5.0,13.0,24.0,89.0,20.0,3.0,7.0,0.0,0.0,0.0,2.0,3.0,5.0,0.0,0.0,12.0,56.0,17.0,46.0,6.0,4.0,0.0,0.0
NEWCASTLE,FULHAM,0-0,0-0,1.7,6.3,6.2,53,47,5.0,0.0,9.0,4.0,6.0,25.0,81.0,21.0,10.0,9.0,1.0,0.0,0.0,0.0,2.0,4.0,2.0,0.0,21.0,78.0,22.0,40.0,12.0,2.0,0.0,0.0
CHELSEA,LEICESTER CITY,0-1,0-0,4.3,6.2,7.0,72,28,8.0,5.0,17.0,4.0,9.0,20.0,88.0,12.0,13.0,10.0,0.0,0.0,0.0,2.0,3.0,8.0,3.0,5.0,16.0,68.0,19.0,37.0,9.0,2.0,0.0,0.0
HUDDERSFIELD,SOUTHAMPTON,1-3,0-2,6.1,5.1,7.3,62,38,5.0,5.0,16.0,6.0,8.0,24.0,76.0,36.0,14.0,12.0,2.0,0.0,0.0,6.0,6.0,13.0,1.0,2.0,28.0,65.0,17.0,46.0,9.0,3.0,0.0,0.0
WEST HAM,WATFORD,0-2,0-1,5.7,5.5,7.1,52,48,5.0,7.0,18.0,6.0,10.0,30.0,76.0,24.0,26.0,9.0,3.0,0.0,0.0,1.0,5.0,11.0,5.0,4.0,26.0,73.0,23.0,38.0,11.0,2.0,0.0,0.0
CARDIFF,MAN UTD,1-5,1-3,6.6,4.0,8.3,26,74,5.0,3.0,9.0,1.0,4.0,22.0,66.0,11.0,15.0,13.0,2.0,0.0,0.0,4.0,9.0,17.0,4.0,7.0,21.0,87.0,23.0,14.0,13.0,1.0,0.0,0.0
EVERTON,TOTTENHAM,2-6,1-3,7.5,4.3,8.0,41,59,5.0,3.0,10.0,2.0,2.0,21.0,76.0,13.0,9.0,13.0,0.0,0.0,0.0,7.0,8.0,17.0,2.0,1.0,21.0,83.0,22.0,29.0,9.0,2.0,0.0,0.0
FULHAM,WOLVES,1-1,0-0,4.6,6.3,6.5,30,70,5.0,5.0,11.0,1.0,2.0,24.0,71.0,31.0,28.0,9.0,2.0,0.0,0.0,7.0,5.0,14.0,2.0,0.0,29.0,86.0,33.0,4.0,6.0,1.0,0.0,0.0
LIVERPOOL,NEWCASTLE,4-0,1-0,5.2,8.2,4.3,75,25,4.0,8.0,16.0,4.0,10.0,26.0,87.0,16.0,13.0,7.0,0.0,0.0,0.0,4.0,2.0,6.0,0.0,2.0,18.0,63.0,16.0,42.0,10.0,0.0,0.0,0.0
TOTTENHAM,BOURNEMOUTH,5-0,3-0,5.7,8.7,4.6,57,43,2.0,7.0,10.0,1.0,3.0,14.0,87.0,8.0,16.0,5.0,2.0,0.0,0.0,6.0,4.0,14.0,4.0,4.0,24.0,81.0,15.0,6.0,8.0,1.0,0.0,0.0
MAN UTD,HUDDERSFIELD,3-1,1-0,6.4,7.5,5.6,65,35,2.0,10.0,16.0,4.0,5.0,32.0,83.0,17.0,14.0,9.0,1.0,0.0,0.0,7.0,2.0,10.0,1.0,3.0,20.0,73.0,12.0,22.0,13.0,1.0,0.0,0.0
LEICESTER CITY,MAN CITY,2-1,1-1,6.0,7.2,5.6,34,66,4.0,5.0,10.0,1.0,3.0,17.0,71.0,26.0,47.0,5.0,2.0,0.0,0.0,4.0,4.0,11.0,3.0,7.0,26.0,87.0,15.0,13.0,8.0,2.0,0.0,1.0
BURNLEY,EVERTON,1-5,1-3,6.3,4.3,7.8,49,51,6.0,4.0,11.0,1.0,5.0,23.0,68.0,38.0,20.0,11.0,2.0,0.0,0.0,3.0,6.0,13.0,4.0,7.0,21.0,72.0,53.0,31.0,19.0,4.0,0.0,0.0
