Home Team,Away Team,Score,Home Team Fouls,Home Team Yellow Cards,Home Team Second Yellow Cards,Home Team Red Cards,Away Team Fouls,Away Team Yellow Cards,Away Team Second Yellow Cards,Away Team Red Cards,year
SOUTHAMPTON,CRYSTAL PALACE,4-1,7.0,1.0,0.0,0.0,14.0,2.0,0.0,0.0,2015
WATFORD,SUNDERLAND,2-2,11.0,1.0,0.0,0.0,9.0,0.0,0.0,0.0,2015
MAN UTD,BOURNEMOUTH,3-1,9.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,2015
HULL CITY,LEICESTER CITY,2-1,8.0,2.0,0.0,0.0,17.0,2.0,0.0,0.0,2016
EVERTON,TOTTENHAM,1-1,10.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,2016
MIDDLESBROUGH,STOKE,1-1,18.0,3.0,0.0,0.0,14.0,5.0,0.0,0.0,2016
BURNLEY,SWANSEA,0-1,10.0,3.0,0.0,0.0,14.0,2.0,0.0,0.0,2016
SOUTHAMPTON,WATFORD,1-1,8.0,1.0,0.0,0.0,12.0,2.0,0.0,1.0,2016
CRYSTAL PALACE,WEST BROM,0-1,12.0,2.0,0.0,0.0,15.0,2.0,0.0,0.0,2016
MAN CITY,SUNDERLAND,2-1,11.0,1.0,0.0,0.0,14.0,2.0,0.0,0.0,2016
BOURNEMOUTH,MAN UTD,1-3,7.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,2016
ARSENAL,LIVERPOOL,3-4,13.0,3.0,0.0,0.0,17.0,3.0,0.0,0.0,2016
CHELSEA,WEST HAM,2-1,16.0,5.0,0.0,0.0,16.0,2.0,0.0,0.0,2016
MAN UTD,SOUTHAMPTON,2-0,11.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,2016
STOKE,MAN CITY,1-4,12.0,3.0,0.0,0.0,13.0,4.0,0.0,0.0,2016
SWANSEA,HULL CITY,0-2,7.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,2016
TOTTENHAM,CRYSTAL PALACE,1-0,19.0,3.0,0.0,0.0,9.0,3.0,0.0,0.0,2016
WEST BROM,EVERTON,1-2,16.0,3.0,0.0,0.0,10.0,1.0,0.0,0.0,2016
BURNLEY,LIVERPOOL,2-0,14.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,2016
WATFORD,CHELSEA,1-2,20.0,4.0,0.0,0.0,10.0,3.0,0.0,0.0,2016
LEICESTER CITY,ARSENAL,0-0,11.0,1.0,0.0,0.0,7.0,2.0,0.0,0.0,2016
SUNDERLAND,MIDDLESBROUGH,1-2,11.0,1.0,0.0,0.0,14.0,1.0,0.0,0.0,2016
WEST HAM,BOURNEMOUTH,1-0,15.0,3.0,0.0,0.0,15.0,2.0,1.0,0.0,2016
TOTTENHAM,LIVERPOOL,1-1,11.0,3.0,0.0,0.0,17.0,5.0,0.0,0.0,2016
LEICESTER CITY,SWANSEA,2-1,14.0,2.0,0.0,0.0,10.0,2.0,0.0,0.0,2016
SOUTHAMPTON,SUNDERLAND,1-1,15.0,2.0,0.0,0.0,8.0,2.0,0.0,0.0,2016
CRYSTAL PALACE,BOURNEMOUTH,1-1,15.0,3.0,0.0,0.0,10.0,1.0,0.0,0.0,2016
WATFORD,ARSENAL,1-3,18.0,6.0,0.0,0.0,15.0,1.0,0.0,0.0,2016
CHELSEA,BURNLEY,3-0,6.0,2.0,0.0,0.0,9.0,2.0,0.0,0.0,2016
EVERTON,STOKE,1-0,14.0,2.0,0.0,0.0,11.0,1.0,0.0,0.0,2016
HULL CITY,MAN UTD,0-1,9.0,2.0,0.0,0.0,6.0,3.0,0.0,0.0,2016
WEST BROM,MIDDLESBROUGH,0-0,12.0,1.0,0.0,0.0,11.0,3.0,0.0,0.0,2016
MAN CITY,WEST HAM,3-1,5.0,1.0,0.0,0.0,10.0,3.0,0.0,0.0,2016
MAN UTD,MAN CITY,1-2,15.0,4.0,0.0,0.0,10.0,2.0,0.0,0.0,2016
BURNLEY,HULL CITY,1-1,13.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,2016
WEST HAM,WATFORD,2-4,10.0,2.0,0.0,0.0,15.0,2.0,0.0,0.0,2016
BOURNEMOUTH,WEST BROM,1-0,9.0,1.0,0.0,0.0,11.0,3.0,0.0,0.0,2016
ARSENAL,SOUTHAMPTON,2-1,10.0,2.0,0.0,0.0,8.0,5.0,0.0,0.0,2016
STOKE,TOTTENHAM,0-4,13.0,3.0,0.0,0.0,18.0,2.0,0.0,0.0,2016
MIDDLESBROUGH,CRYSTAL PALACE,1-2,5.0,1.0,0.0,0.0,9.0,2.0,0.0,0.0,2016
LIVERPOOL,LEICESTER CITY,4-1,4.0,1.0,0.0,0.0,8.0,3.0,0.0,0.0,2016
SWANSEA,CHELSEA,2-2,17.0,3.0,0.0,0.0,9.0,4.0,0.0,0.0,2016
SUNDERLAND,EVERTON,0-3,11.0,1.0,0.0,0.0,8.0,1.0,0.0,0.0,2016
CHELSEA,LIVERPOOL,1-2,6.0,1.0,0.0,0.0,13.0,1.0,0.0,0.0,2016
MAN CITY,BOURNEMOUTH,4-0,8.0,1.0,0.0,1.0,11.0,1.0,0.0,0.0,2016
WEST BROM,WEST HAM,4-2,14.0,2.0,0.0,0.0,6.0,1.0,0.0,0.0,2016
LEICESTER CITY,BURNLEY,3-0,10.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,2016
HULL CITY,ARSENAL,1-4,9.0,0.0,0.0,1.0,12.0,3.0,0.0,0.0,2016
EVERTON,MIDDLESBROUGH,3-1,5.0,2.0,0.0,0.0,15.0,1.0,0.0,0.0,2016
WATFORD,MAN UTD,3-1,14.0,3.0,0.0,0.0,19.0,4.0,0.0,0.0,2016
SOUTHAMPTON,SWANSEA,1-0,14.0,1.0,0.0,0.0,9.0,1.0,0.0,0.0,2016
CRYSTAL PALACE,STOKE,4-1,15.0,2.0,0.0,0.0,9.0,1.0,0.0,0.0,2016
TOTTENHAM,SUNDERLAND,1-0,7.0,1.0,0.0,0.0,16.0,6.0,1.0,0.0,2016
MAN UTD,LEICESTER CITY,4-1,9.0,0.0,0.0,0.0,12.0,2.0,0.0,0.0,2016
LIVERPOOL,HULL CITY,5-1,8.0,1.0,0.0,0.0,8.0,2.0,0.0,1.0,2016
SUNDERLAND,CRYSTAL PALACE,2-3,15.0,0.0,0.0,0.0,12.0,2.0,0.0,0.0,2016
SWANSEA,MAN CITY,1-3,15.0,2.0,0.0,0.0,9.0,4.0,0.0,0.0,2016
STOKE,WEST BROM,1-1,9.0,3.0,0.0,0.0,13.0,4.0,0.0,0.0,2016
MIDDLESBROUGH,TOTTENHAM,1-2,14.0,2.0,0.0,0.0,9.0,1.0,0.0,0.0,2016
BOURNEMOUTH,EVERTON,1-0,10.0,2.0,0.0,0.0,14.0,2.0,0.0,0.0,2016
ARSENAL,CHELSEA,3-0,9.0,0.0,0.0,0.0,11.0,2.0,0.0,0.0,2016
WEST HAM,SOUTHAMPTON,0-3,9.0,5.0,0.0,0.0,14.0,2.0,0.0,0.0,2016
BURNLEY,WATFORD,2-0,11.0,1.0,0.0,0.0,15.0,3.0,0.0,0.0,2016
EVERTON,CRYSTAL PALACE,1-1,16.0,5.0,0.0,0.0,11.0,5.0,0.0,0.0,2016
SWANSEA,LIVERPOOL,1-2,11.0,2.0,0.0,0.0,9.0,2.0,0.0,0.0,2016
WATFORD,BOURNEMOUTH,2-2,17.0,3.0,0.0,0.0,12.0,4.0,0.0,0.0,2016
HULL CITY,CHELSEA,0-2,13.0,2.0,0.0,0.0,15.0,2.0,0.0,0.0,2016
SUNDERLAND,WEST BROM,1-1,7.0,1.0,0.0,0.0,13.0,3.0,0.0,0.0,2016
WEST HAM,MIDDLESBROUGH,1-1,13.0,2.0,0.0,0.0,12.0,3.0,0.0,0.0,2016
MAN UTD,STOKE,1-1,14.0,3.0,0.0,0.0,9.0,0.0,0.0,0.0,2016
TOTTENHAM,MAN CITY,2-0,20.0,2.0,0.0,0.0,10.0,2.0,0.0,0.0,2016
LEICESTER CITY,SOUTHAMPTON,0-0,9.0,1.0,0.0,0.0,9.0,0.0,0.0,0.0,2016
BURNLEY,ARSENAL,0-1,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2016
CHELSEA,LEICESTER CITY,3-0,6.0,1.0,0.0,0.0,12.0,1.0,0.0,0.0,2016
BOURNEMOUTH,HULL CITY,6-1,8.0,0.0,0.0,0.0,14.0,3.0,0.0,0.0,2016
MAN CITY,EVERTON,1-1,7.0,0.0,0.0,0.0,9.0,2.0,0.0,0.0,2016
ARSENAL,SWANSEA,3-2,7.0,0.0,0.0,1.0,10.0,1.0,0.0,0.0,2016
STOKE,SUNDERLAND,2-0,10.0,1.0,0.0,0.0,13.0,1.0,0.0,0.0,2016
WEST BROM,TOTTENHAM,1-1,14.0,2.0,0.0,0.0,10.0,2.0,0.0,0.0,2016
CRYSTAL PALACE,WEST HAM,0-1,12.0,1.0,0.0,0.0,13.0,4.0,1.0,0.0,2016
MIDDLESBROUGH,WATFORD,0-1,15.0,4.0,0.0,0.0,10.0,1.0,0.0,0.0,2016
SOUTHAMPTON,BURNLEY,3-1,11.0,1.0,0.0,0.0,10.0,2.0,0.0,0.0,2016
LIVERPOOL,MAN UTD,0-0,14.0,0.0,0.0,0.0,20.0,4.0,0.0,0.0,2016
BOURNEMOUTH,TOTTENHAM,0-0,10.0,2.0,0.0,0.0,15.0,4.0,0.0,0.0,2016
SWANSEA,WATFORD,0-0,15.0,2.0,0.0,0.0,16.0,1.0,0.0,0.0,2016
ARSENAL,MIDDLESBROUGH,0-0,6.0,1.0,0.0,0.0,13.0,0.0,0.0,0.0,2016
LEICESTER CITY,CRYSTAL PALACE,3-1,10.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,2016
BURNLEY,EVERTON,2-1,16.0,2.0,0.0,0.0,15.0,3.0,0.0,0.0,2016
WEST HAM,SUNDERLAND,1-0,10.0,2.0,0.0,0.0,13.0,5.0,0.0,0.0,2016
HULL CITY,STOKE,0-2,16.0,2.0,0.0,0.0,8.0,3.0,0.0,0.0,2016
LIVERPOOL,WEST BROM,2-1,9.0,1.0,0.0,0.0,13.0,3.0,0.0,0.0,2016
MAN CITY,SOUTHAMPTON,1-1,11.0,3.0,0.0,0.0,10.0,3.0,0.0,0.0,2016
CHELSEA,MAN UTD,4-0,7.0,3.0,0.0,0.0,17.0,2.0,0.0,0.0,2016
SUNDERLAND,ARSENAL,1-4,9.0,4.0,0.0,0.0,13.0,3.0,0.0,0.0,2016
MIDDLESBROUGH,BOURNEMOUTH,2-0,7.0,2.0,0.0,0.0,7.0,1.0,0.0,0.0,2016
WATFORD,HULL CITY,1-0,13.0,1.0,0.0,0.0,8.0,2.0,0.0,0.0,2016
TOTTENHAM,LEICESTER CITY,1-1,11.0,3.0,0.0,0.0,20.0,4.0,0.0,0.0,2016
WEST BROM,MAN CITY,0-4,17.0,4.0,0.0,0.0,10.0,3.0,0.0,0.0,2016
MAN UTD,BURNLEY,0-0,12.0,2.0,1.0,0.0,9.0,3.0,0.0,0.0,2016
CRYSTAL PALACE,LIVERPOOL,2-4,15.0,1.0,0.0,0.0,5.0,2.0,0.0,0.0,2016
EVERTON,WEST HAM,2-0,15.0,2.0,0.0,0.0,12.0,3.0,0.0,0.0,2016
SOUTHAMPTON,CHELSEA,0-2,13.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,2016
STOKE,SWANSEA,3-1,7.0,2.0,0.0,0.0,14.0,0.0,0.0,0.0,2016
MAN CITY,MIDDLESBROUGH,1-1,7.0,1.0,0.0,0.0,15.0,3.0,0.0,0.0,2016
BURNLEY,CRYSTAL PALACE,3-2,11.0,1.0,0.0,0.0,12.0,2.0,0.0,0.0,2016
WEST HAM,STOKE,1-1,11.0,4.0,0.0,0.0,10.0,1.0,0.0,0.0,2016
BOURNEMOUTH,SUNDERLAND,1-2,14.0,3.0,0.0,0.0,17.0,3.0,1.0,0.0,2016
CHELSEA,EVERTON,5-0,5.0,0.0,0.0,0.0,16.0,3.0,0.0,0.0,2016
ARSENAL,TOTTENHAM,1-1,11.0,1.0,0.0,0.0,17.0,2.0,0.0,0.0,2016
HULL CITY,SOUTHAMPTON,2-1,13.0,0.0,0.0,0.0,15.0,5.0,0.0,0.0,2016
LIVERPOOL,WATFORD,6-1,14.0,1.0,0.0,0.0,10.0,2.0,0.0,0.0,2016
SWANSEA,MAN UTD,1-3,9.0,0.0,0.0,0.0,16.0,2.0,0.0,0.0,2016
LEICESTER CITY,WEST BROM,1-2,8.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0,2016
MAN UTD,ARSENAL,1-1,14.0,3.0,0.0,0.0,11.0,3.0,0.0,0.0,2016
STOKE,BOURNEMOUTH,0-1,17.0,3.0,0.0,0.0,10.0,3.0,0.0,0.0,2016
EVERTON,SWANSEA,1-1,13.0,5.0,0.0,0.0,12.0,2.0,0.0,0.0,2016
SOUTHAMPTON,LIVERPOOL,0-0,8.0,1.0,0.0,0.0,11.0,1.0,0.0,0.0,2016
CRYSTAL PALACE,MAN CITY,1-2,12.0,1.0,0.0,0.0,15.0,2.0,0.0,0.0,2016
WATFORD,LEICESTER CITY,2-1,12.0,2.0,0.0,0.0,18.0,3.0,0.0,0.0,2016
SUNDERLAND,HULL CITY,3-0,9.0,2.0,1.0,0.0,8.0,0.0,0.0,0.0,2016
TOTTENHAM,WEST HAM,3-2,13.0,3.0,0.0,0.0,16.0,3.0,1.0,0.0,2016
MIDDLESBROUGH,CHELSEA,0-1,13.0,2.0,0.0,0.0,10.0,3.0,0.0,0.0,2016
WEST BROM,BURNLEY,4-0,12.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,2016
BURNLEY,MAN CITY,1-2,8.0,2.0,0.0,0.0,15.0,3.0,0.0,0.0,2016
LIVERPOOL,SUNDERLAND,2-0,5.0,1.0,0.0,0.0,9.0,3.0,0.0,0.0,2016
SWANSEA,CRYSTAL PALACE,5-4,12.0,4.0,0.0,0.0,24.0,5.0,0.0,0.0,2016
LEICESTER CITY,MIDDLESBROUGH,2-2,15.0,4.0,0.0,0.0,12.0,4.0,0.0,0.0,2016
HULL CITY,WEST BROM,1-1,7.0,3.0,0.0,0.0,10.0,2.0,0.0,0.0,2016
CHELSEA,TOTTENHAM,2-1,13.0,2.0,0.0,0.0,16.0,1.0,0.0,0.0,2016
WATFORD,STOKE,0-1,24.0,4.0,1.0,0.0,14.0,0.0,0.0,0.0,2016
ARSENAL,BOURNEMOUTH,3-1,12.0,3.0,0.0,0.0,13.0,5.0,0.0,0.0,2016
MAN UTD,WEST HAM,1-1,16.0,3.0,0.0,0.0,16.0,1.0,0.0,0.0,2016
SOUTHAMPTON,EVERTON,1-0,11.0,0.0,0.0,0.0,15.0,2.0,0.0,0.0,2016
MAN CITY,CHELSEA,1-3,14.0,2.0,0.0,2.0,9.0,3.0,0.0,0.0,2016
SUNDERLAND,LEICESTER CITY,2-1,8.0,3.0,0.0,0.0,12.0,1.0,0.0,0.0,2016
STOKE,BURNLEY,2-0,7.0,3.0,0.0,0.0,13.0,2.0,0.0,0.0,2016
TOTTENHAM,SWANSEA,5-0,11.0,0.0,0.0,0.0,17.0,4.0,0.0,0.0,2016
WEST BROM,WATFORD,3-1,12.0,2.0,0.0,0.0,8.0,1.0,0.0,1.0,2016
CRYSTAL PALACE,SOUTHAMPTON,3-0,11.0,3.0,0.0,0.0,13.0,1.0,0.0,0.0,2016
WEST HAM,ARSENAL,1-5,10.0,3.0,0.0,0.0,11.0,3.0,0.0,0.0,2016
BOURNEMOUTH,LIVERPOOL,4-3,9.0,2.0,0.0,0.0,17.0,2.0,0.0,0.0,2016
EVERTON,MAN UTD,1-1,13.0,2.0,0.0,0.0,11.0,3.0,0.0,0.0,2016
MIDDLESBROUGH,HULL CITY,1-0,6.0,1.0,0.0,0.0,10.0,1.0,0.0,0.0,2016
WATFORD,EVERTON,3-2,11.0,2.0,0.0,0.0,16.0,2.0,0.0,0.0,2016
SWANSEA,SUNDERLAND,3-0,10.0,1.0,0.0,0.0,8.0,2.0,0.0,0.0,2016
ARSENAL,STOKE,3-1,9.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2016
BURNLEY,BOURNEMOUTH,3-2,14.0,2.0,0.0,0.0,18.0,2.0,0.0,0.0,2016
HULL CITY,CRYSTAL PALACE,3-3,16.0,2.0,0.0,0.0,14.0,4.0,0.0,0.0,2016
LEICESTER CITY,MAN CITY,4-2,10.0,3.0,0.0,0.0,7.0,1.0,0.0,0.0,2016
CHELSEA,WEST BROM,1-0,6.0,2.0,0.0,0.0,10.0,4.0,0.0,0.0,2016
MAN UTD,TOTTENHAM,1-0,19.0,3.0,0.0,0.0,17.0,3.0,0.0,0.0,2016
SOUTHAMPTON,MIDDLESBROUGH,1-0,14.0,4.0,0.0,0.0,12.0,3.0,0.0,0.0,2016
LIVERPOOL,WEST HAM,2-2,7.0,2.0,0.0,0.0,8.0,0.0,0.0,0.0,2016
EVERTON,ARSENAL,2-1,10.0,2.0,1.0,0.0,10.0,1.0,0.0,0.0,2016
BOURNEMOUTH,LEICESTER CITY,1-0,5.0,0.0,0.0,0.0,15.0,3.0,0.0,0.0,2016
SUNDERLAND,CHELSEA,0-1,15.0,3.0,0.0,0.0,10.0,2.0,0.0,0.0,2016
MIDDLESBROUGH,LIVERPOOL,0-3,11.0,1.0,0.0,0.0,14.0,0.0,0.0,0.0,2016
WEST HAM,BURNLEY,1-0,12.0,0.0,0.0,0.0,15.0,2.0,0.0,0.0,2016
MAN CITY,WATFORD,2-0,16.0,1.0,0.0,0.0,20.0,2.0,0.0,0.0,2016
STOKE,SOUTHAMPTON,0-0,9.0,1.0,0.0,1.0,10.0,2.0,0.0,0.0,2016
TOTTENHAM,HULL CITY,3-0,6.0,0.0,0.0,0.0,14.0,2.0,0.0,0.0,2016
WEST BROM,SWANSEA,3-1,8.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,2016
CRYSTAL PALACE,MAN UTD,1-2,16.0,2.0,0.0,0.0,10.0,3.0,0.0,0.0,2016
CRYSTAL PALACE,CHELSEA,0-1,12.0,2.0,0.0,0.0,15.0,3.0,0.0,0.0,2016
SUNDERLAND,WATFORD,1-0,10.0,1.0,0.0,0.0,9.0,2.0,0.0,0.0,2016
STOKE,LEICESTER CITY,2-2,9.0,2.0,0.0,0.0,12.0,6.0,0.0,1.0,2016
MIDDLESBROUGH,SWANSEA,3-0,10.0,1.0,0.0,0.0,11.0,0.0,0.0,0.0,2016
WEST HAM,HULL CITY,1-0,13.0,2.0,0.0,0.0,9.0,4.0,0.0,0.0,2016
WEST BROM,MAN UTD,0-2,9.0,3.0,0.0,0.0,13.0,3.0,0.0,0.0,2016
BOURNEMOUTH,SOUTHAMPTON,1-3,6.0,0.0,0.0,0.0,12.0,3.0,0.0,0.0,2016
MAN CITY,ARSENAL,2-1,9.0,4.0,0.0,0.0,13.0,2.0,0.0,0.0,2016
TOTTENHAM,BURNLEY,2-1,10.0,1.0,0.0,0.0,11.0,2.0,0.0,0.0,2016
EVERTON,LIVERPOOL,0-1,13.0,3.0,0.0,0.0,9.0,1.0,0.0,0.0,2016
WATFORD,CRYSTAL PALACE,1-1,18.0,2.0,0.0,0.0,17.0,4.0,0.0,0.0,2016
BURNLEY,MIDDLESBROUGH,1-0,17.0,6.0,0.0,0.0,18.0,5.0,0.0,0.0,2016
SWANSEA,WEST HAM,1-4,10.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,2016
ARSENAL,WEST BROM,1-0,12.0,3.0,0.0,0.0,7.0,1.0,0.0,0.0,2016
CHELSEA,BOURNEMOUTH,3-0,13.0,1.0,0.0,0.0,14.0,1.0,0.0,0.0,2016
MAN UTD,SUNDERLAND,3-1,6.0,1.0,0.0,0.0,9.0,2.0,0.0,0.0,2016
LEICESTER CITY,EVERTON,0-2,14.0,3.0,0.0,0.0,7.0,0.0,0.0,0.0,2016
HULL CITY,MAN CITY,0-3,11.0,1.0,0.0,0.0,14.0,0.0,0.0,0.0,2016
LIVERPOOL,STOKE,4-1,9.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,2016
SOUTHAMPTON,TOTTENHAM,1-4,7.0,1.0,0.0,1.0,16.0,4.0,0.0,0.0,2016
HULL CITY,EVERTON,2-2,10.0,2.0,0.0,0.0,13.0,2.0,0.0,0.0,2016
SWANSEA,BOURNEMOUTH,0-3,14.0,2.0,0.0,0.0,9.0,0.0,0.0,0.0,2016
CHELSEA,STOKE,4-2,12.0,3.0,0.0,0.0,10.0,2.0,0.0,0.0,2016
MAN UTD,MIDDLESBROUGH,2-1,9.0,1.0,0.0,0.0,14.0,1.0,0.0,0.0,2016
LEICESTER CITY,WEST HAM,1-0,11.0,5.0,0.0,0.0,8.0,3.0,0.0,0.0,2016
BURNLEY,SUNDERLAND,4-1,10.0,1.0,0.0,0.0,9.0,1.0,0.0,0.0,2016
SOUTHAMPTON,WEST BROM,1-2,13.0,2.0,1.0,0.0,17.0,3.0,0.0,0.0,2016
LIVERPOOL,MAN CITY,1-0,12.0,2.0,0.0,0.0,12.0,1.0,0.0,0.0,2016
WATFORD,TOTTENHAM,1-4,11.0,3.0,0.0,0.0,6.0,0.0,0.0,0.0,2016
ARSENAL,CRYSTAL PALACE,2-0,9.0,1.0,0.0,0.0,7.0,1.0,0.0,0.0,2016
MIDDLESBROUGH,LEICESTER CITY,0-0,10.0,3.0,0.0,0.0,9.0,0.0,0.0,0.0,2016
SUNDERLAND,LIVERPOOL,2-2,10.0,2.0,0.0,0.0,10.0,3.0,0.0,0.0,2016
MAN CITY,BURNLEY,2-1,11.0,4.0,0.0,1.0,11.0,3.0,0.0,0.0,2016
EVERTON,SOUTHAMPTON,3-0,5.0,0.0,0.0,0.0,14.0,1.0,0.0,0.0,2016
WEST BROM,HULL CITY,3-1,5.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2016
WEST HAM,MAN UTD,0-2,9.0,2.0,0.0,1.0,13.0,2.0,0.0,0.0,2016
BOURNEMOUTH,ARSENAL,3-3,10.0,3.0,0.0,1.0,12.0,3.0,0.0,0.0,2016
STOKE,WATFORD,2-0,10.0,1.0,0.0,0.0,15.0,2.0,0.0,0.0,2016
CRYSTAL PALACE,SWANSEA,1-2,13.0,2.0,0.0,0.0,14.0,1.0,0.0,0.0,2016
TOTTENHAM,CHELSEA,2-0,9.0,3.0,0.0,0.0,8.0,2.0,0.0,0.0,2016
TOTTENHAM,WEST BROM,4-0,11.0,0.0,0.0,0.0,12.0,2.0,0.0,0.0,2016
SUNDERLAND,STOKE,1-3,16.0,3.0,0.0,0.0,11.0,1.0,0.0,0.0,2016
SWANSEA,ARSENAL,0-4,12.0,2.0,0.0,0.0,8.0,0.0,0.0,0.0,2016
BURNLEY,SOUTHAMPTON,1-0,14.0,1.0,0.0,0.0,14.0,2.0,0.0,0.0,2016
WEST HAM,CRYSTAL PALACE,3-0,10.0,4.0,0.0,0.0,14.0,2.0,0.0,0.0,2016
WATFORD,MIDDLESBROUGH,0-0,15.0,3.0,0.0,0.0,15.0,1.0,0.0,0.0,2016
HULL CITY,BOURNEMOUTH,3-1,13.0,0.0,0.0,0.0,11.0,1.0,0.0,0.0,2016
LEICESTER CITY,CHELSEA,0-3,8.0,1.0,0.0,0.0,9.0,0.0,0.0,0.0,2016
EVERTON,MAN CITY,4-0,17.0,2.0,0.0,0.0,7.0,2.0,0.0,0.0,2016
MAN UTD,LIVERPOOL,1-1,17.0,1.0,0.0,0.0,13.0,3.0,0.0,0.0,2016
LIVERPOOL,SWANSEA,2-3,7.0,1.0,0.0,0.0,7.0,1.0,0.0,0.0,2016
STOKE,MAN UTD,1-1,13.0,4.0,0.0,0.0,12.0,0.0,0.0,0.0,2016
WEST BROM,SUNDERLAND,2-0,15.0,1.0,0.0,0.0,12.0,1.0,0.0,0.0,2016
MIDDLESBROUGH,WEST HAM,1-3,7.0,2.0,0.0,0.0,14.0,1.0,0.0,0.0,2016
CRYSTAL PALACE,EVERTON,0-1,10.0,0.0,0.0,0.0,15.0,1.0,0.0,0.0,2016
BOURNEMOUTH,WATFORD,2-2,6.0,1.0,0.0,0.0,16.0,2.0,0.0,0.0,2016
MAN CITY,TOTTENHAM,2-2,10.0,2.0,0.0,0.0,7.0,4.0,0.0,0.0,2016
SOUTHAMPTON,LEICESTER CITY,3-0,8.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,2016
ARSENAL,BURNLEY,2-1,12.0,1.0,0.0,1.0,11.0,3.0,0.0,0.0,2016
CHELSEA,HULL CITY,2-0,12.0,1.0,0.0,0.0,10.0,3.0,0.0,0.0,2016
SUNDERLAND,TOTTENHAM,0-0,9.0,2.0,0.0,0.0,13.0,0.0,0.0,0.0,2016
SWANSEA,SOUTHAMPTON,2-1,10.0,2.0,0.0,0.0,19.0,0.0,0.0,0.0,2016
ARSENAL,WATFORD,1-2,12.0,3.0,0.0,0.0,15.0,3.0,0.0,0.0,2016
MIDDLESBROUGH,WEST BROM,1-1,12.0,2.0,0.0,0.0,13.0,1.0,0.0,0.0,2016
BURNLEY,LEICESTER CITY,1-0,4.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,2016
BOURNEMOUTH,CRYSTAL PALACE,0-2,14.0,0.0,0.0,0.0,23.0,4.0,0.0,0.0,2016
LIVERPOOL,CHELSEA,1-1,13.0,2.0,0.0,0.0,8.0,1.0,0.0,0.0,2016
WEST HAM,MAN CITY,0-4,11.0,3.0,0.0,0.0,14.0,3.0,0.0,0.0,2016
STOKE,EVERTON,1-1,21.0,1.0,0.0,0.0,12.0,0.0,0.0,0.0,2016
MAN UTD,HULL CITY,0-0,20.0,1.0,0.0,0.0,16.0,4.0,0.0,0.0,2016
CHELSEA,ARSENAL,3-1,14.0,1.0,0.0,0.0,8.0,1.0,0.0,0.0,2016
EVERTON,BOURNEMOUTH,6-3,14.0,3.0,0.0,0.0,4.0,1.0,0.0,0.0,2016
WEST BROM,STOKE,1-0,6.0,2.0,0.0,0.0,13.0,2.0,0.0,0.0,2016
SOUTHAMPTON,WEST HAM,1-3,12.0,0.0,0.0,0.0,15.0,2.0,0.0,0.0,2016
CRYSTAL PALACE,SUNDERLAND,0-4,9.0,3.0,0.0,0.0,8.0,3.0,0.0,0.0,2016
WATFORD,BURNLEY,2-1,12.0,5.0,0.0,0.0,10.0,0.0,0.0,1.0,2016
HULL CITY,LIVERPOOL,2-0,9.0,2.0,0.0,0.0,12.0,1.0,0.0,0.0,2016
TOTTENHAM,MIDDLESBROUGH,1-0,8.0,0.0,0.0,0.0,11.0,1.0,0.0,0.0,2016
MAN CITY,SWANSEA,2-1,9.0,2.0,0.0,0.0,13.0,3.0,0.0,0.0,2016
LEICESTER CITY,MAN UTD,0-3,12.0,2.0,0.0,0.0,13.0,4.0,0.0,0.0,2016
ARSENAL,HULL CITY,2-0,12.0,3.0,0.0,0.0,9.0,1.0,0.0,1.0,2016
SUNDERLAND,SOUTHAMPTON,0-4,12.0,1.0,0.0,0.0,15.0,0.0,0.0,0.0,2016
STOKE,CRYSTAL PALACE,1-0,10.0,1.0,0.0,0.0,14.0,3.0,0.0,0.0,2016
MAN UTD,WATFORD,2-0,10.0,1.0,0.0,0.0,12.0,0.0,0.0,0.0,2016
MIDDLESBROUGH,EVERTON,0-0,14.0,2.0,0.0,0.0,9.0,0.0,0.0,0.0,2016
WEST HAM,WEST BROM,2-2,7.0,3.0,0.0,0.0,14.0,2.0,0.0,0.0,2016
LIVERPOOL,TOTTENHAM,2-0,14.0,3.0,0.0,0.0,14.0,5.0,0.0,0.0,2016
BURNLEY,CHELSEA,1-1,12.0,3.0,0.0,0.0,11.0,2.0,0.0,0.0,2016
